Công ty HH kỹ thuật điện lực Châu á Thái Bình Dương	Lào Cai	Đường A1- khu công nghiệp Bắc Duyên Hải - Tỉnh Lào Cai - Lào Cai		5300491319-002	11-01-2011
Công ty tnhh XNK Thân Hợp - Thượng Hải	Lào Cai	Đường A1- khu công nghiệp Bắc Duyên Hải - Tỉnh Lào Cai - Lào Cai		5300491319-001	11-01-2011
Công ty tnhh khai phát KTCT kiến trúc TL, TĐ Vân Nam	Lào Cai	157, Nhạc Sơn - Tỉnh Lào Cai - Lào Cai		5300491301-004	11-01-2011
Công ty tnhh thực nghiệp cơ điện Kim Luân - Triết Giang	Lào Cai	157, Nhạc Sơn - Tỉnh Lào Cai - Lào Cai		5300491301-003	11-01-2011
Công ty HH TM Chí Thịnh - Hà Khẩu - Vân Nam - Trung Quốc	Lào Cai	157, Nhạc Sơn - Tỉnh Lào Cai - Lào Cai		5300491301-002	11-01-2011
Công ty tnhh XNK Thân Hợp - Thượng Hải	Lào Cai	157, Nhạc Sơn - Tỉnh Lào Cai - Lào Cai		5300491301-001	11-01-2011
Công ty HH Thương Mại Phong Thịnh Hà Khẩu Vân Nam - Trung Quốc	Lào Cai	595, đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai		5300477152-001	21-12-2010
Công Ty Hữu Hạn Mậu Dịch Kỹ Thuật Minh Thành, Hà Khẩu , Trung Quốc	Lào Cai	02- Trần Nhật Duật - Tỉnh Lào Cai - Lào Cai		5300463086-001	03-12-2010
Văn phòng điều hành công trình hầm dẫn nước thuỷ điện Nậm Pung	Lào Cai	Lô C2F, cụm CN Cầu Giấy - Tỉnh Lào Cai - Lào Cai		5300396545-001	24-05-2010
MID SOUTH DESIGN RESEARCH INSTITUTE	Lào Cai	Tổ 6, Đ.Điện Biên Phủ - Tỉnh Lào Cai - Lào Cai		5300379123-001	28-04-2010
Công ty ANDRITZ HYDRO Private Limited	Lào Cai	SN 100 Đường Hoàng Liên Phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai		5300237792-003	12-04-2010
Công ty HH xây dựng và lắp đặt thuỷ điện tỉnh Triết Giang-Trung Quốc	Lào Cai	Số 9, phố Hồ Xuân Hương - Tỉnh Lào Cai - Lào Cai		5300348069-001	13-01-2010
Công ty hoá chất FiLo	Lào Cai	Cụm công nghiệp Tằng Loỏng - Tỉnh Lào Cai - Lào Cai		5300253089-002	28-10-2009
Công ty mậu dịch kinh tế đối ngoại-Hà Khẩu-Trung Quốc	Lào Cai	SN 093, đường Nguyễn Du,P.Kim Tân - Tỉnh Lào Cai - Lào Cai		5300325657-001	31-08-2009
VP điều hành công trình thuỷ điện Ngòi Phát-CtyTNHH XD và lắp đặt thuỷ điện tỉnh Triết Giang TQ	Lào Cai	SN 100 Đường Hoàng Liên Phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai		5300237792-002	25-08-2009
Công ty TNHH cơ điện Triết Giang	Lào Cai	SN 134, đường 4E, Phường Bắc Cường - Tỉnh Lào Cai - Lào Cai		5300320546-001	28-07-2009
Kunming Grasun Co.Ltd	Lào Cai	SN 14, Ngô Tất Tố - Tỉnh Lào Cai - Lào Cai		5300242489-002	06-07-2009
Công ty HH thương mại Phong Thịnh-Hà Khẩu	Lào Cai	Cụm CN Tằng Loỏng - Tỉnh Lào Cai - Lào Cai		5300316691-001	06-06-2009
Công ty CP HH XD kim loại màu Trung Quốc(NFC)	Lào Cai	Cụm công nghiệp, Thị Trấn Tằng Loỏng - Tỉnh Lào Cai - Lào Cai		5300298139-001	16-04-2009
Đảng uỷ khối cơ quan dân chính Đảng	Lào Cai	Đường Quy Hoá - Phường  Kim Tân - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300279591	14-03-2009
DONGYUNG CORPORA TION	Lào Cai	Cụm công nghiệp Tằng Loỏng - Tỉnh Lào Cai - Lào Cai		5300253089-001	05-02-2009
VP điều hành công trình thuỷ điện Mường Hum tại Lào Cai của công ty triết Giang	Lào Cai	Số 5 Ngõ 204 Đ. Trần Duy Hưng - Tỉnh Lào Cai - Lào Cai		5300245289-001	11-08-2008
Tổng Công ty tập đoàn XD Vân Nam-Trung Quốc	Lào Cai	SN 14, Ngô Tất Tố - Tỉnh Lào Cai - Lào Cai		5300242489-001	28-04-2008
Viện nghiên cứu thiết kế quy hoạch thuỷ lợi TP Bắc Kinh	Lào Cai	SN 100 Đường Hoàng Liên Phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai		5300237792-001	18-01-2008
Công ty GHD Pty LTD	Lào Cai	SN 266, đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai		5300239493-001	18-12-2007
Công ty TNHH Thiên Lợi Hoà	Lào Cai	Tổ 10 đường Hoàng Diệu - phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	5300198857	10-12-2007
Công ty liên doanh khách sạn quốc tế Lào Cai	Lào Cai	SN 88 Đ Thuỷ Hoa Phường  Duyên Hải - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300238877	05-11-2007
Chi nhánh  Công ty CP LICOGI 14	Lào Cai	SN 014 Đ. Nguyễn Công Hoan Phường  Lào Cai - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	2600106234-003	17-09-2007
Trung tâm trợ giúp pháp lý nhà nước tỉnh Lào Cai	Lào Cai	028,đường Thanh Niên,phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300236904	21-06-2007
Doanh Nghiệp Tư Nhân Nguyễn Hoàng Mai	Lào Cai	SN:42, phố Cầu Mây,thị trấn Sa Pa - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300227385	12-05-2006
Công Ty TNHH Thương Mại Và Du Lịch  Phan Xi Păng Tra Vel	Lào Cai	SN: 061, đường Nguyễn Huệ, phường Lào Cai - Tỉnh Lào Cai - Lào Cai	Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp	5300226423	13-03-2006
Công Ty TNHH Bắc An	Lào Cai	SN: 151, đường Nhạc Sơn, tổ 14, phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	5300224881	10-10-2005
Công Ty Trách Nhiệm Hữu Hạn Quốc Việt	Lào Cai	SN: 194, tổ 18, đường Nhạc Sơn, phường  Duyên Hải - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300224899	10-10-2005
Công Ty Cổ Phần An Sơn	Lào Cai	SN: 195, đường Điện Biên, phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300223197	03-08-2005
Công ty cổ phần viễn thông Phan - Xi - Păng	Lào Cai	SN: 93-95 đường Hoàng Liên, phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh	5300221739	18-07-2005
Công Ty TNHH - TM&XD Long Khánh	Lào Cai	SN: 446, đường Nhạc Sơn, phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300220647	27-05-2005
CN công ty cổ phần Hồ Tây	Lào Cai	Số 041, đường Nguyễn Huệ - Tỉnh Lào Cai - Lào Cai	Bán buôn đồ dùng gia đình	5300218976	12-04-2005
Công ty TNHH Hằng Hoa Lào Cai	Lào Cai	Khu Công nghiệp Bắc Duyên Hải Phường  Duyên Hải - Tỉnh Lào Cai - Lào Cai	Sản xuất hàng may sẵn (trừ trang phục)	5300217186	07-12-2004
Chi nhánh công ty cổ phần Xây dựng hạ tầng kỹ thuật sông Hồng	Lào Cai	509-đường Hoàng Liên phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Hoạt động xây dựng chuyên dụng	2600314474-001	24-11-2004
Công ty TNHH Xây lắp Phú Cường	Lào Cai	Thôn Phú Thịnh - Xã Bắc Cường - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300216954	08-11-2004
Công ty TNHH công nghiệp thực  phẩm Hồng hà	Lào Cai	SN 081 đường thanh niên - Phường  Duyên Hải - Tỉnh Lào Cai - Lào Cai	Chế biến và bảo quản rau quả	5300213424	26-11-2003
Nhà hàng Trường Thành	Lào Cai	023 Hoàng Diệu - phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Quán rượu, bia, quầy bar	5300145492-002	11-03-2003
Chi nhánh công ty chế biến Lâm sản Trung Văn	Lào Cai	SN289 đường Hồng hà Phường  Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện	0100102943-003	23-12-2002
CNCT cổ phần thương mại, lữ hành quốc tế Hương Việt	Lào Cai	Số nhà 094 đường Nguyễn Huệ - phường Lào Cai - Tỉnh Lào Cai - Lào Cai	Dịch vụ lưu trú ngắn ngày	0101250609-001	11-09-2002
Cty LD SX chế biến nông sản rau quả Đại Dương Việt - Trung	Lào Cai	Tổ 23 đường Nguyễn Huệ - phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Chế biến và bảo quản rau quả	5300207981	29-08-2002
Công ty TNHH Hoà Phát	Lào Cai	SN:058,tổ 52,phố Vạn Phúc, Phường  Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300207170	26-06-2002
Ban quản lý dự án ngành cơ sở hạ tầng nông thôn	Lào Cai	Sở NN và PTNT Phường  Duyên Hải - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300207082	26-06-2002
Bệnh viện y học cổ truyền tỉnh Lào cai	Lào Cai	Thôn suối ngàn xã Cam Đường - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300206956	18-06-2002
Công ty TNHH Linh Giang	Lào Cai	105 Quy Hoá - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300207050	17-06-2002
Công ty TNHH Hồng Phúc	Lào Cai	107 đường Cốc Lếu - phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300205744	07-05-2002
Công ty TNHH tháng Tám	Lào Cai	SN 153 Đường  mường Than - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300206258	07-05-2002
Công ty TNHH thương mại Quảng Hồng	Lào Cai	SN:044,phố Duyên Hà, phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	5300205342	28-02-2002
Công ty TNHH Hùng Mạnh	Lào Cai	Số 018 phố Dã Tượng- Phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300205310	07-02-2002
Công ty TNHH Quỳnh An	Lào Cai	SN 025 đường Nguyễn Huệ Phường  Lào Cai - Tỉnh Lào Cai - Lào Cai	Bán lẻ lương thực trong các cửa hàng chuyên doanh	5300205254	01-02-2002
Công tyTNHH tư vấn xây dựng thuỷ lợi H&T	Lào Cai	Số 090 đường Hoàng Liên - phường Cốc lếu - Tỉnh Lào Cai - Lào Cai	Chuẩn bị mặt bằng	5300204902	08-01-2002
Công ty TNHH thương mại Việt Hoa	Lào Cai	Số 115 - đường Nguyễn Huệ - phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Bán buôn gạo, thực phẩm, đồ uống và sản phẩm thuốc lá, thuốc lào	5300204860	28-12-2001
Công ty TNHH  Hải An	Lào Cai	Số 034 Đường Lý Công Uẩn - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Sản xuất đồ gỗ xây dựng	5300204846	24-12-2001
Công ty TNHH xây dựng công trình Xuân Trường	Lào Cai	SN 213 đường Ngô Quyền Phường  Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300204613	28-11-2001
Tổng công ty đầu tư xây dựng phát triển DN trẻ Lào Cai	Lào Cai	SN 469 Đường Hoàng Liên Phường  Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300204356	07-11-2001
Công ty trách nhiệm hữu hạn Hoàng Hà	Lào Cai	Thôn Phú Thịnh, xã Bắc Cường - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300204243	23-10-2001
Tổng công ty đầu tư xây dựng hạ tầng Lào Cai	Lào Cai	SN 157 đường Nhạc Sơn - phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300203948	03-10-2001
Công ty trách nhiệm hữu hạn Đoàn Tân	Lào Cai	Số 005 đường Đường Kim Hoa - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300203401	14-08-2001
Sở nội vụ Lào Cai	Lào Cai	Số 262 đường Hoàng Liên - Kim tân - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300203289	27-07-2001
Công ty đầu tư và xây dựng Anh Tuấn	Lào Cai	Số 364 Hoàng Liên - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300202782	12-07-2001
Công ty xây dựng công trình Hà Lào	Lào Cai	SN 154 Đ. Nhạc sơn phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300202486	15-06-2001
Công ty đầu tư và xây dựng Vân Anh	Lào Cai	SN 342 Đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300202359	25-05-2001
Công ty thương mại quốc tế FRESH	Lào Cai	Đường Hoàng Diệu- Phường  Phố Mới - thị xã Lào Cai - Tỉnh Lào Cai - Lào Cai	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	5300201806	23-04-2001
Công ty xây lắp Vạn Lợi	Lào Cai	SN 005 đường Triệu Quang Phục - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300201813	23-04-2001
Công ty TNHH thương mại Trường Lâm	Lào Cai	Số nhà 023 đường Nguyễn Huệ - Tỉnh Lào Cai - Lào Cai	Bán lẻ lương thực trong các cửa hàng chuyên doanh	5300201683	23-04-2001
Công ty xây dựng Nam Sơn	Lào Cai	117 Phố Quy Hoá - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300201443	02-04-2001
Công ty thương mại du lịch Vạn Thành	Lào Cai	Số nhà 013 đường Nguyễn Quang Bích - phường Lào cai - Tỉnh Lào Cai - Lào Cai	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	5300201475	02-04-2001
Công ty TNHH thương mai Tiến Thắng	Lào Cai	Tổ 18 phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp	5300201362	20-03-2001
Công ty đầu tư xây dựng Thiên Phú	Lào Cai	035 Nguyễn Huệ - tổ 14 phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300201429	20-03-2001
Công ty TNHH Tín Thành	Lào Cai	SN 337 đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300201235	20-03-2001
Công ty THHH thương mại dịch vụ Thăng long	Lào Cai	Số nhà 280 - đường khánh yên  - phố mới - Tỉnh Lào Cai - Lào Cai	Bán lẻ lương thực trong các cửa hàng chuyên doanh	5300201323	12-03-2001
Công ty TNHH xây lắp Phú Hà	Lào Cai	SN 324 Hoàng liên - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300201002	07-02-2001
Công ty thương mại tổng hợp Trường xuân	Lào Cai	329 đường Khánh Yên - phường Phố Mới - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300200841	11-01-2001
Công ty Thương mại tổng hợp kiên cường	Lào Cai	SN 007 Mạc Đĩnh Chi - Phố Mới - Lào Cai - Tỉnh Lào Cai - Lào Cai	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	5300200418	03-11-2000
Công ty trách nhiệm hữu hạn Sĩ oanh	Lào Cai	009 Cốc lếu - Tỉnh Lào Cai - Lào Cai	NÔNG NGHIỆP, LÂM NGHIỆP VÀ THUỶ SẢN	5300200009	18-10-2000
Công ty TNHH thương mại và phát triển miền núi	Lào Cai	032 Đường Hoàng liên - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300198906	25-07-2000
Công ty trách nhiệm hữu hạn Hồng Hà	Lào Cai	Số 508 phố Hàm Nghi - phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300146217	18-07-2000
Công ty tư vấn xây dựng Tín lợi	Lào Cai	009 đường Nghĩa Đô - phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Chuẩn bị mặt bằng	5300148704	21-06-2000
Chi nhánh công ty trách nhiệm hữu hạn Hồng Hưng Hà	Lào Cai	20 Hoàng Sào Phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Bán buôn đồ dùng khác cho gia đình	0100908469-002	07-01-2000
Chi nhánh công ty vật tư kỹ thuật Bắc Giang	Lào Cai	Đường Nguyễn Huệ - Tỉnh Lào Cai - Lào Cai	Bán lẻ hàng hóa khác lưu động hoặc tại chợ	2400108996-001	30-12-1999
Văn phòng HĐND và UBND tỉnh Lào cai	Lào Cai	Đường Hoàng liên - Phường Kim tân - Tỉnh Lào Cai - Lào Cai	Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác chưa được phân vào đâu	5300143583	02-08-1999
Bộ chỉ huy biên phòng tỉnh Lào Cai	Lào Cai	Xã Bắc Cường - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300140328	13-03-1999
Xí Nghiệp Hồng Hà	Lào Cai	Số Nhà 096 - Đường Nhạc Sơn -Phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300139523	08-03-1999
Chi cục kiểm dịch thực vật vùng 8 - Lào cai	Lào Cai	007 Đường Nguyễn huệ - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác (trừ bảo hiểm và bảo hiểm xã hội)	0100103224-008	06-02-1999
Trung tâm kiểm dịch y tế Quốc Tế	Lào Cai	SN:003,Đường Nguyễn Huệ phường Lào Cai - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300132736	16-12-1998
Phòng công chứng số 1 tỉnh Lào cai	Lào Cai	577đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300132729	16-12-1998
Trường chính trị tỉnh Lào Cai	Lào Cai	Đường Lê Quý Đôn - Tỉnh Lào Cai - Lào Cai	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)	5300132648	16-12-1998
Chi nhánh Công ty Vật tư Phú Thọ	Lào Cai	124Phan Bội Châu phường Lào Cai - Tỉnh Lào Cai - Lào Cai	Bán lẻ lương thực trong các cửa hàng chuyên doanh	2600164074-001	10-11-1998
Doanh Nghiệp Tư Nhân Xí nghiệp Hà An Bình	Lào Cai	SN: 282,Tổ 9 - Đường Nhạc Sơn - Phường Kim Tân - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300101872	28-09-1998
Doanh nghiệp Hồng Hạnh	Lào Cai	SN 008 đường Nhạc Sơn - phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300102499	28-09-1998
Công ty trách nhiệm hữu hạn 27/7	Lào Cai	SN 046 phố Bùi Thị Xuân Phường  Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	5300100981	28-09-1998
Công ty dược vật tư y tế	Lào Cai	Phường Duyên Hải - Tỉnh Lào Cai - Lào Cai	Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh	5300104859	28-09-1998
Công ty xây dựng cầu Lào Cai	Lào Cai	Số 86 - Đường Nhạc Sơn- Duyên Hải - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300104104	28-09-1998
Công ty tư vấn xây dựng giao thông	Lào Cai	Số 128 - Đường Hoàng Liên - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300104383	28-09-1998
Công ty thương mại Hồng Hà	Lào Cai	Số 026 - Đường Nguyễn Huệ - Tỉnh Lào Cai - Lào Cai	Dịch vụ lưu trú ngắn ngày	5300103774	28-09-1998
Công ty cơ khí và xây lắp công nghiệp Lào Cai	Lào Cai	Số 099A đường Nguyễn Huệ - Tỉnh Lào Cai - Lào Cai	Sản xuất các cấu kiện kim loại	5300101897	28-09-1998
Công ty tư vấn xây dựng thuỷ lợi và phát triển nông thôn	Lào Cai	Số 002 - Phường Cốc Lếu - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300101248	28-09-1998
Công ty trách nhiệm hữu hạn thương mại Duyên Hải	Lào Cai	Số nhà 068 - Đường Nhạc Sơn - Phường Duyên hải - Tỉnh Lào Cai - Lào Cai	Bán buôn chuyên doanh khác chưa được phân vào đâu	5300101047	28-09-1998
Doanh nghiệp Quang Vinh	Lào Cai	Số nhà 193 - Đường Hoàng Liên - Phường Cốcc Lếu - Tỉnh Lào Cai - Lào Cai	Xây dựng công trình kỹ thuật dân dụng	5300101505	28-09-1998
Công Ty TNHH Mtv Quang Kính	Lào Cai	Nhà ông Lù Quang Kính, thôn Phố Cũ, Xã Si Ma Cai, Huyện Si Ma Cai, Tỉnh Lào Cai	Hoạt động vui chơi giải trí khác chưa được phân vào đâu	5300745644	16-03-2018
Công Ty TNHH Mtv Sùng Dơ	Lào Cai	Nhà ông Sùng A Dơ, thôn Phố Mới, Xã Si Ma Cai, Huyện Si Ma Cai, Tỉnh Lào Cai	Hoạt động vui chơi giải trí khác chưa được phân vào đâu	5300745651	16-03-2018
Công Ty TNHH Một Thành Viên Khắc Đỉnh	Lào Cai	Nhà ông Nguyễn Khắc Đỉnh, thôn Phố Cũ, Xã Si Ma Cai, Huyện Si Ma Cai, Tỉnh Lào Cai	Hoạt động vui chơi giải trí khác chưa được phân vào đâu	5300735011	16-11-2017
Công Ty TNHH Một Thành Viên Tổng Hợp Thái Hưng	Lào Cai	Nhà bà Lê Thị Hồng, thôn Phố Mới, Xã Si Ma Cai, Huyện Si Ma Cai, Tỉnh Lào Cai	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	5300734265	31-10-2017
