Công Ty TNHH Mtv Xăng Dầu Đại Minh	Lai Châu	Số nhà 19, đường Nguyễn Viết Xuân, tổ 6, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	6200097906	02-05-2018
Công Ty TNHH Xây Dựng Và Thương Mại Trung Tín	Lai Châu	Số 007, đường Nguyễn Trãi, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097790	18-04-2018
Công Ty TNHH Baby Star	Lai Châu	Số 112, đường Trần Phú, tổ 14, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Giáo dục khác chưa được phân vào đâu	6200097800	18-04-2018
Công Ty TNHH Vinh Phát Alpha	Lai Châu	Tổ 23, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097656	04-04-2018
Công Ty TNHH Mtv Du Lịch Việt Trang	Lai Châu	Số nhà 02, Nguyễn Đình Chiểu, tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Đại lý du lịch	6200097617	02-04-2018
Công Ty TNHH Mtv Nam An	Lai Châu	Tổ 10, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Khai thác gỗ	6200097631	02-04-2018
Công Ty TNHH Mtv Nông Nghiệp Công Nghệ Cao Huy Cương	Lai Châu	Số 553, đường Trần Hưng Đạo, tổ 6, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất thực phẩm khác chưa được phân vào đâu	6200097529	29-03-2018
Chi Nhánh Công Ty TNHH Xuất Nhập Khẩu Thành Công Tại Lai Châu	Lai Châu	Tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	5300245063-002	29-03-2018
Công Ty Cổ Phần Thủy Điện Tây Hoàng Liên	Lai Châu	Số 28B, Đường Thanh Niên, Tổ 15, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097430	26-03-2018
Chi Nhánh Công Ty TNHH Một Thành Viên Đầu Tư Và Xây Dựng Bằng Ninh Tại Lai Châu	Lai Châu	Tổ 9, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng công trình kỹ thuật dân dụng khác	4800144488-004	26-03-2018
Công Ty TNHH Hưng Chi Anh	Lai Châu	Số nhà 055, tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh	6200097409	22-03-2018
Công Ty Cổ Phần Đầu Tư Xây Dựng An Phát	Lai Châu	Số 2, Nguyễn Đình Chiểu, Tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097374	21-03-2018
Công Ty TNHH Mtv Thiên Thiên Đạt	Lai Châu	Bản Sùng Chô, Xã Nậm Loỏng, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097367	16-03-2018
Công Ty Cổ Phần Xây Dựng Và Thương Mại Thanh Lan	Lai Châu	Số nhà 15, Tổ 25, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097303	14-03-2018
Công Ty Cổ Phần Thủy Điện Tân Châu	Lai Châu	Số nhà 22, tổ 12, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097335	14-03-2018
Công Ty TNHH Mtv Xuân Bắc	Lai Châu	Số 169, tổ 25, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097222	07-03-2018
Công Ty TNHH Mtv Tâm Kiên	Lai Châu	Số 043, đường 30/4, tổ 23, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	6200097208	02-03-2018
Công Ty Cổ Phần Năng Lượng Tái Tạo Lai Châu	Lai Châu	Phố Triệu Tấn, Tổ 8, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097134	12-02-2018
Công Ty TNHH Mtv Ngọc Mễ	Lai Châu	Bản San Thàng 2, Xã San Thàng, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097173	12-02-2018
Công Ty Cổ Phần Năng Lượng Nậm Na 3	Lai Châu	Tổ 10, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097166	09-02-2018
Công Ty Cổ Phần Năng Lượng Nậm Na 2	Lai Châu	Tổ 10, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097159	09-02-2018
Công Ty Cổ Phần Năng Lượng Sông Đà	Lai Châu	Tổ 26, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200097141	07-02-2018
Công Ty TNHH Việt Thành	Lai Châu	Tổ 18, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097102	02-02-2018
Công Ty TNHH Đầu Tư Và Thương Mại Hany Hdvn	Lai Châu	Số 033, đường Tuệ Tĩnh, tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn đồ dùng khác cho gia đình	6200097085	01-02-2018
Công Ty TNHH Mtv Xd&tm Đất Việt	Lai Châu	Số nhà 384, đường Trường Chinh, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200097092	01-02-2018
Công Ty Cổ Phần Tư Vấn Xuân Trường	Lai Châu	Số 268 Đường Trần Hưng Đạo, Tổ 11 , Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	6200096966	23-01-2018
Công Ty TNHH Mtv Xây Dựng Và Thương Mại Phúc Lộc	Lai Châu	Tổ 7, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096934	22-01-2018
Công Ty TNHH Mtv Xây Dựng Và Thương Mại Thế Quân	Lai Châu	Tổ 8, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096902	22-01-2018
Công Ty Cổ Phần Thủy Điện Nậm Cuổi	Lai Châu	Số 131, đường Lê Duẩn, Tổ 5, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200096878	18-01-2018
Công Ty TNHH Mtv Thương Mại Nhật Nam	Lai Châu	Tổ 6, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096860	17-01-2018
Công Ty Cổ Phần Khoáng Nghiệp Thượng Lưu Lai Châu	Lai Châu	Số nhà 83, Tổ 8, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Khai thác quặng kim loại quí hiếm	6200096814	16-01-2018
Công Ty TNHH Mtv Minh Hưng	Lai Châu	Số nhà 003, ngõ 226, tổ 10, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096726	10-01-2018
Công Ty TNHH Mtv Khánh Ngân 289	Lai Châu	Tổ 4, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096677	10-01-2018
Công Ty Cổ Phần Dịch Vụ Viễn Thông Tây Bắc	Lai Châu	Số 154, Tổ 25, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Hoạt động viễn thông khác	6200096691	10-01-2018
Công Ty Cổ Phần Thủy Điện Sìn Hồ	Lai Châu	Số 073 Đường Hoàng Quốc Việt, Tổ 17, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200096701	09-01-2018
Công Ty TNHH Bình Minh Hoàng Liên Sơn	Lai Châu	Tổ 18, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200096518	02-01-2018
Công Ty TNHH Hòa Bình An	Lai Châu	Số nhà 205, đường 19/8, tổ 3, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200096483	29-12-2017
Công Ty TNHH Mtv Quyết Thắng Lai Châu	Lai Châu	Đường PuSamCap, bản Séo Làn Than, Phường Quyết Thắng, Thành phố Lai Châu, Tỉnh Lai Châu	Hoạt động xây dựng chuyên dụng khác	6200096268	22-12-2017
Công Ty Cổ Phần Dịch Vụ Giao Hàng Nhanh - Chi Nhánh Lai Châu	Lai Châu	Số 14 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Chuyển phát	0311907295-063	22-12-2017
Công Ty Cổ Phần Phát Triển H-t-m	Lai Châu	Số 29, đường Huỳnh Thúc Kháng, tổ 3, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	6200095641	13-12-2017
Công Ty TNHH Đầu Tư Xây Dựng Và Thương Mại Hd	Lai Châu	Số 374, tổ 26, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200095465	05-12-2017
Công Ty TNHH Mtv Diệp Anh	Lai Châu	Tổ 7, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200095232	24-11-2017
Công Ty TNHH Mtv Duyên Lộc	Lai Châu	Số nhà 110, đường Trần Phú, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200095218	23-11-2017
Công Ty Cổ Phần Bắc Quang Lai Châu	Lai Châu	Số nhà 014, Tổ 9, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200095112	21-11-2017
Công Ty TNHH Mtv Thương Mại Và Xây Dựng Hiền Tài	Lai Châu	Số nhà 6, tổ 16, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200095056	14-11-2017
Công Ty Cổ Phần Đầu Tư Và Phát Triển H-t-m	Lai Châu	Số 29, đường Huỳnh Thúc Kháng, tổ 3  , Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	6200094951	13-11-2017
Công Ty TNHH Mtv Hồng Nhung	Lai Châu	Bản Trung tâm, Xã San Thàng, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094990	09-11-2017
Công Ty TNHH Bình Minh Lai Châu	Lai Châu	Đại lộ Lê Lợi, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200095017	09-11-2017
Công Ty TNHH Mtv Xây Dựng Minh Châu	Lai Châu	Tổ 11, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094969	06-11-2017
Công Ty TNHH Him Lam Lc	Lai Châu	Số nhà 330, Trần Hưng Đạo, Tổ 11, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Trồng rừng và chăm sóc rừng	6200094912	06-11-2017
Công Ty TNHH Mtv Tm Quang Minh	Lai Châu	Số nhà 044, tổ 5, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094888	01-11-2017
Công Ty TNHH Mtv Gold Time	Lai Châu	Số 033, đường 19/8, tổ 1, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094856	27-10-2017
Công Ty TNHH Mtv Châu Long	Lai Châu	Đường Võ Nguyên Giáp, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094831	26-10-2017
Công Ty Cổ Phần Việt Kim - Lai Châu	Lai Châu	Lô 13, khu dân cư Trung tâm hành chính chính trị tỉnh, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Hoàn thiện công trình xây dựng	6200094824	25-10-2017
Công Ty Cổ Phần Giải Pháp Năng Lượng Esc	Lai Châu	Số nhà 22, Tổ 12, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200094775	24-10-2017
Công Ty TNHH Mtv Xây Dựng Hưng Mạnh	Lai Châu	Tổ 10, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094750	20-10-2017
Công Ty TNHH Mtv Tư Vấn Và Kiểm Định Trường Vĩ	Lai Châu	Tổ 6, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094736	19-10-2017
Công Ty TNHH Mtv Tiến Hưng	Lai Châu	Tổ 3, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán lẻ đồ ngũ kim, sơn, kính và thiết bị lắp đặt khác trong xây dựng trong các cửa hàng chuyên doanh	6200094687	18-10-2017
Công Ty Cổ Phần Đầu Tư Và Phát Triển Thành Đạt	Lai Châu	Đường 30/4, Tổ 23, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Gia công cơ khí; xử lý và tráng phủ kim loại	6200094623	16-10-2017
Công Ty TNHH Đức Tiến Lai Châu	Lai Châu	Tổ 5, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094535	13-10-2017
Công Ty Cổ Phần Đầu Tư Fansipan	Lai Châu	Tổ 9, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094616	13-10-2017
Công Ty TNHH Mtv Công Nghệ Xanh	Lai Châu	Số nhà 81, tổ 2, Phường Quyết Tiến, Thành phố Lai Châu, Tỉnh Lai Châu	In ấn	6200094528	10-10-2017
Công Ty Cổ Phần Thủy Điện Tân Uyên	Lai Châu	Số nhà 073, Đường Hoàng Quốc Việt, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200094503	09-10-2017
Công Ty Cổ Phần Thủy Điện Phúc Lai	Lai Châu	Đường Điện Biên Phủ, Tổ 11, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Sản xuất, truyền tải và phân phối điện	6200094493	06-10-2017
Công Ty TNHH Quang Vinh Lc	Lai Châu	SN 078, đường Đặng Thai Mai, tổ 22, Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Xây dựng nhà các loại	6200094461	05-10-2017
Công Ty TNHH Thương Mại Du Lịch Triệu Khang	Lai Châu	Số nhà 20, đường Hoàng Quốc Việt, Tổ 17, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Đại lý du lịch	6200094486	05-10-2017
Công Ty TNHH Hoàng Nguyên Đá Lai Châu	Lai Châu	Số nhà 66, tổ 5, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Cắt tạo dáng và hoàn thiện đá	6200094422	29-09-2017
Công Ty TNHH Mtv Duyên Phát	Lai Châu	Số nhà 006, Tổ 9, Phường Tân Phong, Thành phố Lai Châu, Tỉnh Lai Châu	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	6200094415	29-09-2017
Công Ty TNHH Lai Châu 6	Lai Châu	Số  nhà 328, đường Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu	Gia công cơ khí; xử lý và tráng phủ kim loại	6200094380	28-09-2017
